tanggal,isu,tonality,berita_jakarta,link/page
2019-11-13,Program Pengendalian Banjir Melalui Naturalisasi Sungai,NETRAL,Pembangunan Sumur Resapan di Cipinang Cempedak Capai 70 Persen,https://www.beritajakarta.id/read/74274/pembangunan-sumur-resapan-di-cipinang-cempedak-capai-70-persen#.XdJgqNUzaHs
2019-11-13,Program Pengendalian Banjir Melalui Naturalisasi Sungai,NETRAL,Antisipasi Banjir 700 Personel Satpol PP Jaktim Disiagakan,https://www.beritajakarta.id/read/74399/antisipasi-banjir-700-personel-satpol-pp-jaktim-disiagakan#.XdJZEdUzaHs
2019-11-13,Program Pengendalian Banjir Melalui Naturalisasi Sungai,NETRAL,Pembersihan Saluran PHB Taman Kota Dikebut,https://www.beritajakarta.id/read/74400/pembersihan-saluran-phb-taman-kota-dikebut#.XdJZCtUzaHs
2019-11-13,Program Pengendalian Banjir Melalui Naturalisasi Sungai,NETRAL,Normalisasi Saluran Jl Agung Perkasa VIII Ditarget Rampung Desember,https://www.beritajakarta.id/read/74403/normalisasi-saluran-jl-agung-perkasa-viii-ditarget-rampung-desember#.XdJYx9UzaHs
2019-11-14,Larangan Operasional Skuter Lisrik di JPO dan Trotoar,POSITIF,,
2019-11-14,Polemik Penebangan Pohon di Ibu Kota,NEGATIF,Rawan Tumbang 10 Pohon di Rawa Bunga Dipangkas,https://www.beritajakarta.id/read/74391/rawan-tumbang-10-pohon-di-rawa-bunga-dipangkas#.XdJZE9UzaHs
2019-11-14,Penolakan Mata Anggaran Janggal DKI oleh Banggar DPRD,NETRAL,,
2019-11-15,Upaya Pemprov DKI Jakarta Optimalkan Pajak,POSITIF,,
2019-11-15,Bantahan Pemprov DKI Jakarta Terhadap Dugaan Pemotongan Anggaran Rehab Sekolah,NETRAL,,
2019-11-15,Kolaborasi Pemerintah Mengatur Regulasi Kendaraan Listrik Ibu Kota,POSITIF,Dinas Bina Marga Perbaiki Kerusakan JPO Akibat Dilintasi Skuter Listrik,https://www.beritajakarta.id/read/74300/dinas-bina-marga-perbaiki-kerusakan-jpo-akibat-dilintasi-skuter-listrik#.Xc46QNUzaHs
2019-11-18,Disparbud Anggarkan Rp700 Miliar untuk Promosi Wisata Jakarta,NETRAL,,
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,JakIPA dan Semangat Jadikan Jakarta Sebagai Kota Kebudayaan,https://www.beritajakarta.id/read/74445/jakipa-dan-semangat-jadikan-jakarta-sebagai-kota-kebudayaan#.XdJYWNUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Penampilan Sanggar Sinar Betawi Meriahkan Perhelatan JakIPA,https://www.beritajakarta.id/read/74443/penampilan-sanggar-sinar-betawi-meriahkan-perhelatan-jakipa#.XdJYZdUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Wisatawan Asing Apresiasi JakIPA 2019,https://www.beritajakarta.id/read/74431/wisatawan-asing-apresiasi-jakipa-2019#.XdJYmtUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Personel Dishub Disiagakan di Perhelatan Jakarta Cosplay Parade,https://www.beritajakarta.id/read/74435/personel-dishub-disiagakan-di-perhelatan-jakarta-cosplay-parade#.XdJYoNUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Ratusan Pengunjung Saksikan JakIPA 2019,https://www.beritajakarta.id/read/74430/ratusan-pengunjung-saksikan-jakipa-2019#.XdJYo9UzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Pemprov DKI Giatkan Ekonomi Kerakyatan Melalui Festival Kreatif Jakarta,https://www.beritajakarta.id/read/74411/pemprov-dki-giatkan-ekonomi-kerakyatan-melalui-festival-kreatif-jakarta#.XdJZH9UzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Pesona Budaya Betawi Hadir di Balai Kota,https://www.beritajakarta.id/read/74410/pesona-budaya-betawi-hadir-di-balai-kota#.XdJcodUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Pemprov DKI Jakarta Dorong Potensi Budaya Lewat Festival Pesona Lokal Jakarta,https://www.beritajakarta.id/read/74409/pemprov-dki-jakarta-dorong-potensi-budaya-lewat-festival-pesona-lokal-jakarta#.XdJcm9UzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Lagu-lagu Benyamin Sueb Menggema di Balai Kota,https://www.beritajakarta.id/read/74412/lagu-lagu-benyamin-sueb-menggema-di-balai-kota#.XdJclNUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Ekspatriat Asal Australia Ini Bangga Bisa Ikut Pentaskan Seni Budaya Betawi,https://www.beritajakarta.id/read/74413/ekspatriat-asal-australia-ini-bangga-bisa-ikut-pentaskan-seni-budaya-betawi#.XdJckdUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Ayo ke Jakarta Cosplay Parade 2019,https://www.beritajakarta.id/read/74368/ayo-ke-jakarta-cosplay-parade-2019#.XdJfbdUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Pesona Budaya Betawi untuk Indonesia Memukau,https://www.beritajakarta.id/read/74420/pesona-budaya-betawi-untuk-indonesia-memukau#.XdJcVNUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Senator DPD RI Apresiasi Kegiatan Pesona Budaya Betawi untuk Indonesia,https://www.beritajakarta.id/read/74421/senator-dpd-ri-apresiasi-kegiatan-pesona-budaya-betawi-untuk-indonesia#.XdJcUtUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Gubernur Hadiri Festival Pesona Lokal 2019,https://www.beritajakarta.id/read/74427/gubernur-hadiri-festival-pesona-lokal-2019#.XdJcSdUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Menarik Wisatawan dengan Pesona Budaya Lokal,https://www.beritajakarta.id/read/74429/menarik-wisatawan-dengan-pesona-budaya-lokal#.XdJd2NUzaHt
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Personel Dishub Disiagakan di Perhelatan Jakarta Cosplay Parade,https://www.beritajakarta.id/read/74435/personel-dishub-disiagakan-di-perhelatan-jakarta-cosplay-parade#.XdJcKNUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Ada 150 Personel Kebersihan dan Empat Toilet Bus di Jakarta Cosplay Parade,https://www.beritajakarta.id/read/74436/ada-150-personel-kebersihan-dan-empat-toilet-bus-di-jakarta-cosplay-parade#.XdJcJ9UzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,60 Personel Satpol PP Disiagakan Jaga Jakarta Cosplay Parade,https://www.beritajakarta.id/read/74433/60-personel-satpol-pp-disiagakan-jaga-jakarta-cosplay-parade#.XdJcJdUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Ini Lokasi Parkir Bagi Pengunjung Jakarta Cosplay Parade,https://www.beritajakarta.id/read/74438/ini-lokasi-parkir-bagi-pengunjung-jakarta-cosplay-parade#.XdJcI9UzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Ratusan Pengunjung Padati Festival Kreatif Jakarta,https://www.beritajakarta.id/read/74437/ratusan-pengunjung-padati-festival-kreatif-jakarta#.XdJcIdUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Robot Transformers Sedot Perhatian Pengunjung Jakarta Cosplay Parade,https://www.beritajakarta.id/read/74439/robot-transformers-sedot-perhatian-pengunjung-jakarta-cosplay-parade#.XdJcHtUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Figur Elder Scroll Online Ikut Ramaikan Jakarta Cosplay Parade,https://www.beritajakarta.id/read/74440/figur-elder-scroll-online-ikut-ramaikan-jakarta-cosplay-parade#.XdJbt9UzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Deputi Gubernur DKI Buka Jakarta Cosplay Parade,https://www.beritajakarta.id/read/74441/deputi-gubernur-dki-buka-jakarta-cosplay-parade#.XdJbtdUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Sylvi Junita Jadi Peserta Terbaik Jakarta Cosplay Parade,https://www.beritajakarta.id/read/74442/sylvi-junita-jadi-peserta-terbaik-jakarta-cosplay-parade#.XdJbs9UzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Penampilan Sanggar Sinar Betawi Meriahkan Perhelatan JakIPA,https://www.beritajakarta.id/read/74443/penampilan-sanggar-sinar-betawi-meriahkan-perhelatan-jakipa#.XdJemdUzaHt
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Penampilan Penari Moskow Pukau Pengunjung JakIPA,https://www.beritajakarta.id/read/74444/penampilan-penari-moskow-pukau-pengunjung-jakipa#.XdJbr9UzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,JakIPA dan Semangat Jadikan Jakarta Sebagai Kota Kebudayaan,https://www.beritajakarta.id/read/74445/jakipa-dan-semangat-jadikan-jakarta-sebagai-kota-kebudayaan#.XdJbrNUzaHs
2019-11-18,Gelaran Festival Kreatif Jakarta 2019,POSITIF,Atraksi Sirkus Asal Berlin Hibur Pengunjung JakIPA,https://www.beritajakarta.id/read/74446/atraksi-sirkus-asal-berlin-hibur-pengunjung-jakipa#.XdJbqdUzaHs
2019-11-18,Penggusuran Lokasi Usaha Warga Sunter,NEGATIF,Atasi Genangan Pemkot Jakut Tata Kawasan Sunter Agung,https://www.beritajakarta.id/read/74393/atasi-genangan-pemkot-jakut-tata-kawasan-sunter-agung#.XdJcptUzaHs
2019-11-19,Pemprov DKI Terus Tekan Kasus Kekerasan pada Perempuan dan Anak,POSITIF,,
2019-11-19,Pembaruan Sistem Keamanan Skuter Listrik,NETRAL,,
2019-11-19,Harapan Legalisasi Lahan dari Warga Pendatang,NETRAL,,
2019-11-20,Kenaikan Tarif BBNKB Pada Sepeda Motor,NETRAL,,
2019-11-20,Mengkaji Penerapan Jalan Berbayar di Kota Jakarta,NETRAL,,
2019-11-20,Relokasi PKL Pasar Senen,NETRAL,Perumda Pasar Jaya Siap Tampung Pedagang Pakaian Bekas Senen,https://www.beritajakarta.id/read/74524/perumda-pasar-jaya-siap-tampung-pedagang-pakaian-bekas-senen#.XdTvI9UzaHs
2019-11-21,Pembongkaran Jalur Sepeda Cikini ,NETRAL,,
2019-11-21,Sanksi Bagi Penyerobot Jalur Sepeda,NETRAL,Petugas Gabungan Sterilisasi Jalur Sepeda di Jaktim,https://www.beritajakarta.id/read/74627/petugas-gabungan-sterilisasi-jalur-sepeda-di-jaktim#.XdtVF5MzaHs
2019-11-22,Air Bersih untuk Pulau Seribu,POSITIF,PAM Jaya Bakal Bangun 100 Kios Air Pada 2020,https://www.beritajakarta.id/read/74572/pam-jaya-bakal-bangun-100-kios-air-pada-2020#.XdYoYdUzaHs
2019-11-22,Air Bersih untuk Pulau Seribu,POSITIF,Deputi Gubernur DKI Resmikan SWRO di Pulau Payung,https://www.beritajakarta.id/read/74557/deputi-gubernur-dki-resmikan-swro-di-pulau-payung#.XdYoItUzaHs
2019-11-22,Air Bersih untuk Pulau Seribu,POSITIF,Warga Pulau Payung Senang Difasilitasi Air Bersih,https://www.beritajakarta.id/read/74550/warga-pulau-payung-senang-difasilitasi-air-bersih#.XdYoG9UzaHs
2019-11-22,Air Bersih untuk Pulau Seribu,POSITIF,PAM Jaya Kelola Distribusi Air Bersih di Kepulauan Seribu Awal 2020,https://www.beritajakarta.id/read/74560/pam-jaya-kelola-distribusi-air-bersih-di-kepulauan-seribu-awal-2020#.XdYoD9UzaHs
2019-11-22,Reklamasi Teluk Jakarta kembali jadi Polemik,NEGATIF,,
2019-11-22,Pola Penindakan Pelanggar Jalur Sepeda,POSITIF,Serobot Jalur Sepeda 35 Motor di Tomang Ditindak,https://www.beritajakarta.id/read/74672/serobot-jalur-sepeda-35-motor-di-tomang-ditindak
2019-11-22,Pola Penindakan Pelanggar Jalur Sepeda,POSITIF,Langgar Jalur Sepeda Delapan Kendaraan di Jaksel Ditindak,https://www.beritajakarta.id/read/74716/langgar-jalur-sepeda-delapan-kendaraan-di-jaksel-ditindak#.Xd3m0pMzaHs
2019-11-22,Pola Penindakan Pelanggar Jalur Sepeda,POSITIF,Pemkab Terus Intensifkan Kampanye Bersepeda,https://www.beritajakarta.id/read/74702/pemkab-terus-intensifkan-kampanye-bersepeda#.Xd3m6ZMzaHs
2019-11-22,Pola Penindakan Pelanggar Jalur Sepeda,POSITIF,30 Kendaraan Bermotor Masuk Jalur Sepeda di Jakpus Ditindak,https://www.beritajakarta.id/read/74687/30-kendaraan-bermotor-masuk-jalur-sepeda-di-jakpus-ditindak#.Xd3nHpMzaHs
2019-11-22,Pola Penindakan Pelanggar Jalur Sepeda,POSITIF,Serobot Jalur Sepeda Sepuluh Kendaraan di Jaktim Ditindak,https://www.beritajakarta.id/read/74680/serobot-jalur-sepeda-sepuluh-kendaraan-di-jaktim-ditindak#.Xd3nI5MzaHs
2019-11-22,Pola Penindakan Pelanggar Jalur Sepeda,POSITIF,Petugas Gabungan Sterilisasi Jalur Sepeda di Jaktim,https://www.beritajakarta.id/read/74627/petugas-gabungan-sterilisasi-jalur-sepeda-di-jaktim#.XdtVF5MzaHs
2019-11-25,Penilangan Resmi Bagi Pelanggar Jalur Sepeda,POSITIF,Serobot Jalur Sepeda 35 Motor di Tomang Ditindak,https://www.beritajakarta.id/read/74672/serobot-jalur-sepeda-35-motor-di-tomang-ditindak
2019-11-25,Penilangan Resmi Bagi Pelanggar Jalur Sepeda,POSITIF,Langgar Jalur Sepeda Delapan Kendaraan di Jaksel Ditindak,https://www.beritajakarta.id/read/74716/langgar-jalur-sepeda-delapan-kendaraan-di-jaksel-ditindak#.Xd3m0pMzaHs
2019-11-25,Penilangan Resmi Bagi Pelanggar Jalur Sepeda,POSITIF,Pemkab Terus Intensifkan Kampanye Bersepeda,https://www.beritajakarta.id/read/74702/pemkab-terus-intensifkan-kampanye-bersepeda#.Xd3m6ZMzaHs
2019-11-25,Penilangan Resmi Bagi Pelanggar Jalur Sepeda,POSITIF,30 Kendaraan Bermotor Masuk Jalur Sepeda di Jakpus Ditindak,https://www.beritajakarta.id/read/74687/30-kendaraan-bermotor-masuk-jalur-sepeda-di-jakpus-ditindak#.Xd3nHpMzaHs
2019-11-25,Penilangan Resmi Bagi Pelanggar Jalur Sepeda,POSITIF,Serobot Jalur Sepeda Sepuluh Kendaraan di Jaktim Ditindak,https://www.beritajakarta.id/read/74680/serobot-jalur-sepeda-sepuluh-kendaraan-di-jaktim-ditindak#.Xd3nI5MzaHs
2019-11-25,Penilangan Resmi Bagi Pelanggar Jalur Sepeda,POSITIF,Petugas Gabungan Sterilisasi Jalur Sepeda di Jaktim,https://www.beritajakarta.id/read/74627/petugas-gabungan-sterilisasi-jalur-sepeda-di-jaktim#.XdtVF5MzaHs
2019-11-25,Pro Kontra Penataan PKL CFD Sudirman-Thamrin,NETRAL,Satpol PP Terapkan Tiga Zona Bagi PKL Saat HBKB,https://www.beritajakarta.id/read/74624/satpol-pp-terapkan-tiga-zona-bagi-pkl-saat-hbkb#.XdtVEpMzaHs
2019-11-25,Pro Kontra Penataan PKL CFD Sudirman-Thamrin,NETRAL,Pemprov DKI Berkomitmen Kembalikan Fungsi Utama HBKB Melalui Zonasi Pedagang di Sudirman-Thamrin,https://www.beritajakarta.id/read/74614/pemprov-dki-berkomitmen-kembalikan-fungsi-utama-hbkb-melalui-zonasi-pedagang-di-sudirman-thamrin#.XdtVfJMzaHs
2019-11-25,Revitalisasi Pusat Kesenian Jakarta-Taman Ismail Marzuki,NETRAL,,
2019-11-26,Penerapan Cash Less Society Bank DKI,POSITIF,Bank DKI Sediakan Dua Kartu untuk Pengguna Transportasi Publik,https://www.beritajakarta.id/read/74669/bank-dki-sediakan-dua-kartu-untuk-pengguna-transportasi-publik
2019-11-26,Sanksi bagi Pelanggar Jalur Sepeda,NETRAL,Serobot Jalur Sepeda 35 Motor di Tomang Ditindak,https://www.beritajakarta.id/read/74672/serobot-jalur-sepeda-35-motor-di-tomang-ditindak
2019-11-26,Sanksi bagi Pelanggar Jalur Sepeda,NETRAL,Langgar Jalur Sepeda Delapan Kendaraan di Jaksel Ditindak,https://www.beritajakarta.id/read/74716/langgar-jalur-sepeda-delapan-kendaraan-di-jaksel-ditindak#.Xd3m0pMzaHs
2019-11-26,Sanksi bagi Pelanggar Jalur Sepeda,NETRAL,Pemkab Terus Intensifkan Kampanye Bersepeda,https://www.beritajakarta.id/read/74702/pemkab-terus-intensifkan-kampanye-bersepeda#.Xd3m6ZMzaHs
2019-11-26,Sanksi bagi Pelanggar Jalur Sepeda,NETRAL,30 Kendaraan Bermotor Masuk Jalur Sepeda di Jakpus Ditindak,https://www.beritajakarta.id/read/74687/30-kendaraan-bermotor-masuk-jalur-sepeda-di-jakpus-ditindak#.Xd3nHpMzaHs
2019-11-26,Sanksi bagi Pelanggar Jalur Sepeda,NETRAL,Serobot Jalur Sepeda Sepuluh Kendaraan di Jaktim Ditindak,https://www.beritajakarta.id/read/74680/serobot-jalur-sepeda-sepuluh-kendaraan-di-jaktim-ditindak#.Xd3nI5MzaHs
2019-11-26,Sanksi bagi Pelanggar Jalur Sepeda,NETRAL,Petugas Gabungan Sterilisasi Jalur Sepeda di Jaktim,https://www.beritajakarta.id/read/74627/petugas-gabungan-sterilisasi-jalur-sepeda-di-jaktim#.XdtVF5MzaHs
2019-11-26,Konsep Revitalisasi Pusat Kesenian Jakarta-Taman Ismail Marzuki,NETRAL,TIM Bakal Tetap Jadi Ruang Kreatif Bagi Seniman,https://www.beritajakarta.id/read/74698/tim-bakal-tetap-jadi-ruang-kreatif-bagi-seniman#.Xd3m85MzaHs
2019-11-26,Konsep Revitalisasi Pusat Kesenian Jakarta-Taman Ismail Marzuki,NETRAL,Ketua Komisi B Minta PT Jakpro Intensifkan Komunikasi dengan Seniman,https://www.beritajakarta.id/read/74734/ketua-komisi-b-minta-pt-jakpro-intensifkan-komunikasi-dengan-seniman
2019-11-27,Harapan Mendagri Terhadap Stabilitas Ekonomi dan Keamanan Ibu Kota,NETRAL,,
2019-11-27,Konsep Revitalisasi Pusat Kesenian Jakarta-Taman Ismail Marzuki (update),NETRAL,Ketua Komisi B Minta PT Jakpro Intensifkan Komunikasi dengan Seniman,https://www.beritajakarta.id/read/74734/ketua-komisi-b-minta-pt-jakpro-intensifkan-komunikasi-dengan-seniman
2019-11-27,Konsep Revitalisasi Pusat Kesenian Jakarta-Taman Ismail Marzuki (update),NETRAL,TIM Bakal Tetap Jadi Ruang Kreatif Bagi Seniman,https://www.beritajakarta.id/read/74698/tim-bakal-tetap-jadi-ruang-kreatif-bagi-seniman#.Xd3m85MzaHs
2019-11-27,Pembahasan APBD DKI 2020 Belum Selesai PNS DKI Jakarta Dilarang Cuti dan Kunker,NETRAL,DPRD Gelar Rapat Banggar KUA-PPAS,https://www.beritajakarta.id/read/74710/dprd-gelar-rapat-banggar-kua-ppas#.Xd3m4pMzaHs
2019-11-27,Pembahasan APBD DKI 2020 Belum Selesai PNS DKI Jakarta Dilarang Cuti dan Kunker,NETRAL,Pembahasan KUA-PPAS Ditarget Rampung Akhir November,https://www.beritajakarta.id/read/74691/pembahasan-kua-ppas-ditarget-rampung-akhir-november#.Xd3nD5MzaHs
2019-11-28,Usulan Anggaran KUA-PPAS APBD 2020 Disepakati Rp87.95 Triliun,NETRAL,Ini Keputusan DPRD Terkait Rancangan KUA-PPAS PMD BUMD,https://www.beritajakarta.id/read/74770/ini-keputusan-dprd-terkait-rancangan-kua-ppas-pmd-bumd#.Xd86mJMzaHs
2019-11-28,Usulan Anggaran KUA-PPAS APBD 2020 Disepakati Rp87.95 Triliun,NETRAL,DPRD Gelar Rapat Banggar KUA-PPAS,https://www.beritajakarta.id/read/74710/dprd-gelar-rapat-banggar-kua-ppas#.Xd87cJMzaHs
2019-11-28,Penerapan Sanksi Tilang Pelanggar Jalur Sepeda,NETRAL,,
2019-11-28,Trayek Baru Jak Lingko di Jakarta Utara,NETRAL,Serap Aspirasi Pengemudi Angkot Anies Tegaskan Komitmen Pemprov DKI Integrasikan Transportasi Umum di Jakarta,https://www.beritajakarta.id/read/74753/serap-aspirasi-pengemudi-angkot-anies-tegaskan-komitmen-pemprov-dki-integrasikan-transportasi-umum-di-jakarta#.Xd86opMzaHs
2019-11-29,Bank DKI Dukung Wisata Halal di Jakarta,POSITIF,,
2019-11-29,Kesepakatan KUA-PPAS 2020,POSITIF,Anies Bersama DPRD DKI Sepakati KUA-PPAS APBD 2020,https://www.beritajakarta.id/read/74796/anies-bersama-dprd-dki-sepakati-kua-ppas-apbd-2020#.XeCi9ZMzaHs
2019-11-29,Kesepakatan KUA-PPAS 2020,POSITIF,Ini Keputusan DPRD Terkait Rancangan KUA-PPAS PMD BUMD,https://www.beritajakarta.id/read/74770/ini-keputusan-dprd-terkait-rancangan-kua-ppas-pmd-bumd#.XeCjQJMzaHs
2019-11-29,Kesepakatan KUA-PPAS 2020,POSITIF,MoU KUA-PPAS DKI 2020 Ditandatangani Besok,https://www.beritajakarta.id/read/74771/mou-kua-ppas-dki-2020-ditandatangani-besok#.XeCjOpMzaHs
2019-11-29,Polemik Pembangunan Wisma Taman Ismail Marzuki,NEGATIF,Komisi B DPRD DKI Jakarta Bahas Revitalisasi TIM,https://www.beritajakarta.id/read/74842/komisi-b-dprd-dki-jakarta-bahas-revitalisasi-tim#.XeDZOZMzaHs
2020-11-02,DKI Jakarta Raih Penghargaan Sustainable Transport Award (STA) 2021,POSITIF,Jakarta Raih STA 2021 Transjakarta Terus Kembangkan Sistem Integrasi,https://www.beritajakarta.id/read/84340/jakarta-raih-sta-2021-transjakarta-terus-kembangkan-sistem-integrasi#.X57XtlMzbdc
2020-11-02,DKI Jakarta Raih Penghargaan Sustainable Transport Award (STA) 2021,POSITIF,JPS: Menangkan Sustainable Transport Award Bukti Jakarta Berkelas Dunia,https://www.beritajakarta.id/read/84335/jps-menangkan-sustainable-transport-award-bukti-jakarta-berkelas-dunia#.X57Xv1Mzbdc
2020-11-02,DKI Jakarta Raih Penghargaan Sustainable Transport Award (STA) 2021,POSITIF,DKI Jakarta Raih Juara Sustainable Transport Award (STA) 2021,https://www.beritajakarta.id/read/84329/dki-jakarta-raih-juara-sustainable-transport-award-sta-2021#.X57XxlMzbdc
2020-11-02,DKI Jakarta Raih Penghargaan Sustainable Transport Award (STA) 2021,POSITIF,Transjakarta Raih Dua Penghargaan di TPR Award 2020,https://www.beritajakarta.id/read/84311/transjakarta-raih-dua-penghargaan-di-tpr-award-2020#.X57X3FMzbdc
2020-11-02,UMP DKI Jakarta 2021 Naik 3.27 Persen,NETRAL,Mayoritas Usaha Terdampak Covid-19 Pemprov DKI Tetapkan Kebijakan Asimetris Untuk UMP 2021,https://www.beritajakarta.id/read/84337/mayoritas-usaha-terdampak-covid-19-pemprov-dki-tetapkan-kebijakan-asimetris-untuk-ump-2021#.X57XvFMzbdc
2020-11-03,Laba Bersih PT Delta Djakarta Anjlok ,NETRAL,,
2020-11-03,Halte Transjakarta Rusak akan Didesain Ulang Kekinian,POSITIF,Transjakarta Siapkan Halte dengan Konsep Modern dan Kekinian,https://www.beritajakarta.id/read/84352/transjakarta-siapkan-halte-dengan-konsep-modern-dan-kekinian#.X6N34JMzbUo
2020-11-03,Pemprov DKI Susun Kriteria Perusahaan yang Tak Harus Naikkan UMP 2021,NETRAL,80 Pelaku Usaha Perhotelan Usulkan Penyesuaian UMP untuk 2021,https://www.beritajakarta.id/read/84459/80-pelaku-usaha-perhotelan-usulkan-penyesuaian-ump-untuk-2021#.X6N3fZMzbUo
2020-11-04,Keputusan Menaikan UMP 2021 Dikritik ,NEGATIF,80 Pelaku Usaha Perhotelan Usulkan Penyesuaian UMP untuk 2021,https://www.beritajakarta.id/read/84459/80-pelaku-usaha-perhotelan-usulkan-penyesuaian-ump-untuk-2021#.X6N3fZMzbUo
2020-11-04,Memantau Perkembangan Kasus COVID-19 Pascalibur Panjang,NETRAL,Pengurus RT dan RW di Jakpus Diminta Data Kesehatan Warga,https://www.beritajakarta.id/read/84407/pengurus-rt-dan-rw-di-jakpus-diminta-data-kesehatan-warga#.X6IZE5MzbUo
2020-11-05,Banggar DPRD DKI Rapat Pembahasan APBD 2021 di Puncak,NETRAL,,
2020-11-05,Gubernur Anies Gunakan Dana PEN untuk Peningkatan Infrastruktur Jakarta,NETRAL ,,
2020-11-05,Kesigapan Pemprov DKI Menghadapi Banjir di Tengah Pandemi Tahun 2020,NETRAL,Revitalisasi Tujuh Saluran di Koja Ditarget Rampung Desember,https://www.beritajakarta.id/read/84406/revitalisasi-tujuh-saluran-di-koja-ditarget-rampung-desember#.X6N4FpMzbUo
2020-11-05,Kesigapan Pemprov DKI Menghadapi Banjir di Tengah Pandemi Tahun 2020,NETRAL,765 Karung Lumpur Diangkut dari Matraman,https://www.beritajakarta.id/read/84398/765-karung-lumpur-diangkut-dari-matraman#.X6N4U5MzbUo
2020-11-05,Kesigapan Pemprov DKI Menghadapi Banjir di Tengah Pandemi Tahun 2020,NETRAL,Saluran Air Jalan Sawah Lio Tambora Dikuras Petugas,https://www.beritajakarta.id/read/84400/saluran-air-jalan-sawah-lio-tambora-dikuras-petugas#.X6N4WJMzbUo
2020-11-05,Kesigapan Pemprov DKI Menghadapi Banjir di Tengah Pandemi Tahun 2020,NETRAL,Sudin SDA Jaktim Normalisasi Kali Tambun Rengas,https://www.beritajakarta.id/read/84396/sudin-sda-jaktim-normalisasi-kali-tambun-rengas#.X6N4XpMzbUo
2020-11-05,Kesigapan Pemprov DKI Menghadapi Banjir di Tengah Pandemi Tahun 2020,NETRAL,Wakil Wali Kota Jaktim Tinjau Kali Cipinang,https://www.beritajakarta.id/read/84371/wakil-wali-kota-jaktim-tinjau-kali-cipinang#.X6N4hZMzbUo
2020-11-05,Kesigapan Pemprov DKI Menghadapi Banjir di Tengah Pandemi Tahun 2020,NETRAL,Genangan di Dua Ruas Jalan Jakarta Telah Surut,https://www.beritajakarta.id/read/84456/genangan-di-dua-ruas-jalan-jakarta-telah-surut#.X6N3hJMzbUo
2020-11-05,Kesigapan Pemprov DKI Menghadapi Banjir di Tengah Pandemi Tahun 2020,NETRAL,Kecamatan Kepulauan Seribu Utara Dirikan Posko Siaga Bencana,https://www.beritajakarta.id/read/84460/kecamatan-kepulauan-seribu-utara-dirikan-posko-siaga-bencana#.X6N3jZMzbUo
2020-11-05,Kesigapan Pemprov DKI Menghadapi Banjir di Tengah Pandemi Tahun 2020,NETRAL,Sudin SDA Jakpus Perbaiki Turap dan Kuras Saluran di Jalan Bungur,https://www.beritajakarta.id/read/84432/sudin-sda-jakpus-perbaiki-turap-dan-kuras-saluran-di-jalan-bungur#.X6N3yJMzbUo
2020-11-05,Kesigapan Pemprov DKI Menghadapi Banjir di Tengah Pandemi Tahun 2020,NETRAL,Lumpur Waduk Rawa Lindung Dikeruk,https://www.beritajakarta.id/read/84433/lumpur-waduk-rawa-lindung-dikeruk#.X6N3ypMzbUo
2020-11-05,Kesigapan Pemprov DKI Menghadapi Banjir di Tengah Pandemi Tahun 2020,NETRAL,Saluran Mikro di Kelurahan Cengkareng Barat Rutin Dibersihkan,https://www.beritajakarta.id/read/84426/saluran-mikro-di-kelurahan-cengkareng-barat-rutin-dibersihkan#.X6N3z5MzbUo
